ticker,model,metric,horizon,value
BAC,Simple_LSTM,QLIKE,1,0.241762482438456
BAC,Simple_LSTM,R2,1,0.12354459126870543
BAC,Simple_LSTM,RMSE,1,7.2673583812430085
BAC,Simple_LSTM,MAE,5,2.185918901790518
BAC,Simple_LSTM,Pearson r,5,0.23246709196718013
BAC,Simple_LSTM,QLIKE,5,0.3351676349014731
BAC,Simple_LSTM,R2,5,-0.002525265801666121
BAC,Simple_LSTM,RMSE,5,7.776158869206355
BAC,Simple_LSTM,MAE,10,2.228738890597753
BAC,Simple_LSTM,Pearson r,10,0.15588898705794796
BAC,Simple_LSTM,QLIKE,10,0.356134098041547
BAC,Simple_LSTM,R2,10,-0.03070403806170141
BAC,Simple_LSTM,RMSE,10,7.8850609460978145
BAC,Simple_LSTM,MAE,20,2.3893122053380087
BAC,Simple_LSTM,Pearson r,20,0.06531370980319802
BAC,Simple_LSTM,QLIKE,20,0.41196960817034284
BAC,Simple_LSTM,R2,20,-0.15743277966520486
BAC,Simple_LSTM,RMSE,20,8.35438401193285
BAC,Simple_MLP,MAE,1,2.2077738125177526
BAC,Simple_MLP,Pearson r,1,0.3683252050763091
BAC,Simple_MLP,QLIKE,1,0.3216621496444329
BAC,Simple_MLP,R2,1,0.07767637121169801
BAC,Simple_MLP,RMSE,1,7.455097576967298
BAC,Simple_MLP,MAE,5,2.427097154543753
BAC,Simple_MLP,Pearson r,5,0.16916331074554133
BAC,Simple_MLP,QLIKE,5,0.4089018604539181
BAC,Simple_MLP,R2,5,0.020945889284022745
BAC,Simple_MLP,RMSE,5,7.68459190698051
BAC,Simple_MLP,MAE,10,2.471278984183646
BAC,Simple_MLP,Pearson r,10,0.0685698105990135
BAC,Simple_MLP,QLIKE,10,0.45818997033555436
BAC,Simple_MLP,R2,10,-0.014266513075305909
BAC,Simple_MLP,RMSE,10,7.821933317933061
BAC,Simple_MLP,MAE,20,2.3481980896849564
BAC,Simple_MLP,Pearson r,20,-0.007245939845860574
BAC,Simple_MLP,QLIKE,20,0.4339011038444486
BAC,Simple_MLP,R2,20,-0.016783071412294737
BAC,Simple_MLP,RMSE,20,7.830341415787857
C,GARCH,MAE,1,2.924804540021264
C,GARCH,Pearson r,1,-0.07150949725205821
C,GARCH,QLIKE,1,7.395842389508403
C,GARCH,R2,1,-2.456263734445201
C,GARCH,RMSE,1,3.5071151466557478
C,GARCH,MAE,5,2.915682094215284
